reporting_name	reporting_id	taxids	compound_id	class_type	subclass	nucleic_acid	RNA	DNA	seqids_in_rna_db	seqids_in_dna_db	semantic_group	core
Brochothrix phage A9	23175	857312	23175_857312	viral	phage	DNA	virus	.	2	0	.	.
Brochothrix phage BL3	23176	764562	23176_764562	viral	phage	DNA	virus	.	2	0	.	.
Brochothrix phage NF5	23177	764561	23177_764561	viral	phage	DNA	virus	.	2	0	.	.
Brochothrix thermosphacta	995	1121126,2756	995_2756	bacterial	bacterial	.	16s	bg	12	11	.	bg
Brockia lithotrophica	11180	933949	11180_933949	bacterial	bacterial	.	16s	.	2	0	.	.
Brome mosaic virus	23178	12302	23178_12302	viral	plant_virus	RNA	virus	.	3	0	.	.
Brome streak mosaic virus	23179	42631	23179_42631	viral	plant_virus	RNA	virus	.	2	0	.	.
Bromus associated gemycircularvirus 1	23182	1590156	23182_1590156	viral	viral	DNA	virus	.	1	0	.	.
Bromus catharticus striate mosaic virus	23183	936005	23183_936005	viral	plant_virus	DNA	virus	.	1	0	.	.
Bromus-associated circular DNA virus 1	23184	1590154	23184_1590154	viral	viral	DNA	virus	.	1	0	.	.
Bromus-associated circular DNA virus 2	23185	1590155	23185_1590155	viral	viral	DNA	virus	.	1	0	.	.
Bromus-associated circular DNA virus 4	23186	1590172	23186_1590172	viral	viral	DNA	virus	.	1	0	.	.
Bronnoya virus	23187	2034337	23187_2034337	viral	viral	RNA	virus	.	1	0	.	.
Brooklawnia cerclae	9307	349934	9307_349934	bacterial	bacterial	.	16s	.	2	0	.	.
Brooklawnia massiliensis	6986	461392	6986_461392	bacterial	bacterial	.	16s	.	2	0	.	.
Broome reovirus	23189	328985	23189_328985	viral	viral	RNA	virus	.	3	0	.	.
Broome virus	23190	667093	23190_667093	viral	viral	RNA	virus	.	3	0	.	.
Brucella abortus	5301	235	5301_235	bacterial	bacterial	.	16s	bg	11	168	.	bg
Brucella canis	715	36855	715_36855	bacterial	bacterial	.	16s	bg	4	18	.	bg
Brucella ceti	2392	120577	2392_120577	bacterial	bacterial	.	16s	bg	2	6	.	bg
Brucella inopinata	4119	1218315,470735	4119_1218315	bacterial	bacterial	.	16s	bg	2	1	.	bg
Brucella melitensis	177	274058,29459	177_29459	bacterial	bacterial	.	16s	bg	13	76	.	bg
Brucella microti	2491	444163	2491_444163	bacterial	bacterial	.	16s	bg	3	1	.	bg
Brucella neotomae	253	29460	253_29460	bacterial	bacterial	.	16s	bg	2	2	.	bg
Brucella ovis	4878	236	4878_236	bacterial	bacterial	.	16s	bg	3	16	.	bg
Brucella papionis	7193	1462582	7193_1462582	bacterial	bacterial	.	16s	.	2	0	.	.
Brucella phage 02_141	23193	1667364	23193_1667364	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 02_19	23194	1667365	23194_1667365	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 1066_141	23195	1667366	23195_1667366	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 1066_19	23196	1667367	23196_1667367	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 110_141	23197	1667368	23197_1667368	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 110_19	23198	1667369	23198_1667369	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 11sa_141	23199	1667370	23199_1667370	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 11sa_19	23200	1667371	23200_1667371	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 141_141	23201	1667372	23201_1667372	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 141_19	23202	1667373	23202_1667373	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 177_141	23203	1667374	23203_1667374	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 177_19	23204	1667375	23204_1667375	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 281_141	23205	1667376	23205_1667376	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 281_19	23206	1667377	23206_1667377	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 544_141	23207	1667378	23207_1667378	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage 544_19	23208	1667379	23208_1667379	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage BiPBO1	23209	1718278	23209_1718278	viral	phage	DNA	virus	.	2	0	.	.
Brucella phage Bk	23210	1308869	23210_1308869	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Bk2	23211	1277896	23211_1277896	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage F1	23212	1401446	23212_1401446	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Fi	23213	1279070	23213_1279070	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Fz	23214	1308870	23214_1308870	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Iz	23216	1920338	23216_1920338	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Pr	23217	1133293	23217_1133293	viral	phage	DNA	virus	.	2	0	.	.
Brucella phage R/C	23219	1277895	23219_1277895	viral	phage	DNA	virus	.	2	0	.	.
Brucella phage S708	23220	1308871	23220_1308871	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Tb	23221	1133292	23221_1133292	viral	phage	DNA	virus	.	4	0	.	.
Brucella phage Tb_141	23222	1667380	23222_1667380	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Tbilisi	23223	1667381	23223_1667381	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage V_141	23224	1667382	23224_1667382	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage V_19	23225	1667383	23225_1667383	viral	phage	DNA	virus	.	1	0	.	.
Brucella phage Wb	23226	1277893	23226_1277893	viral	phage	DNA	virus	.	2	0	.	.
Brucella pinnipedialis	506	120576	506_120576	bacterial	bacterial	.	16s	bg	1	5	.	bg
Brucella suis	3722	29461	3722_29461	bacterial	bacterial	.	16s	bg	7	54	.	bg
Brucella vulpis	4239	981386	4239_981386	bacterial	bacterial	.	16s	bg	3	1	.	bg
Bruconha virus	23229	348014	23229_348014	viral	viral	RNA	virus	.	4	0	.	.
Bruges orthohantavirus	23230	1980462,1679445	23230_1679445	viral	viral	RNA	virus	.	4	0	.	.
Brugia malayi	19721	6279	19721_6279	parasite	parasite	.	18s	pg	4	1	.	.
Brugia pahangi	19740	6280	19740_6280	parasite	parasite	.	.	pg	0	1	.	.
Brugmansia mild mottle virus	23231	402399	23231_402399	viral	plant_virus	RNA	virus	.	1	0	.	.
Brugmansia mosaic virus	23232	1239452	23232_1239452	viral	plant_virus	RNA	virus	.	2	0	.	.
Brugmansia suaveolens mottle virus	23233	487155	23233_487155	viral	plant_virus	RNA	virus	.	1	0	.	.
Brumimicrobium aurantiacum	14147	1737063	14147_1737063	bacterial	bacterial	.	16s	.	1	0	.	.
Brumimicrobium glaciale	8192	200475	8192_200475	bacterial	bacterial	.	16s	.	3	0	.	.
Brumimicrobium mesophilum	9905	392717	9905_392717	bacterial	bacterial	.	16s	.	3	0	.	.
Brunneomyces brunnescens	19145	2082605	19145_2082605	fungal	fungal	.	18s	.	2	0	.	.
Brunneoporus malicola	16837	157705	16837_157705	fungal	fungal	.	18s	.	1	0	.	.
Bryobacter aggregatus	1182	360054	1182_360054	bacterial	bacterial	.	16s	bg	3	1	.	bg
Bryocella elongata	9801	863522	9801_863522	bacterial	bacterial	.	16s	.	3	0	.	.
Bryocentria brongniartii	18799	1206323	18799_1206323	fungal	fungal	.	18s	.	2	0	.	.
Bryopsis mitochondria-associated dsRNA	23234	1520124	23234_1520124	viral	fungal_virus	RNA	virus	.	1	0	.	.
Bubaline alphaherpesvirus 1	23235	202910	23235_202910	viral	viral	DNA	virus	.	1	0	.	.
Buchnera aphidicola	3886	9,198804	3886_9	bacterial	bacterial	.	16s	bg	17	19	.	bg
Buckhurst virus	23236	1807802	23236_1807802	viral	viral	RNA	virus	.	1	0	.	.
Buckleyzyma armeniaca	17376	106001	17376_106001	fungal	fungal	.	18s	.	1	0	.	.
Buckleyzyma aurantiaca	18262	91979	18262_91979	fungal	fungal	.	18s	.	4	0	.	.
Buckleyzyma kluyveri-nielii	15858	5439	15858_5439	fungal	fungal	.	18s	.	1	0	.	.
Buckleyzyma phyllomatis	17346	5442	17346_5442	fungal	fungal	.	18s	.	1	0	.	.
Buckleyzyma salicina	17743	5443	17743_5443	fungal	fungal	.	18s	.	1	0	.	.
Budvicia aquatica	281	1111728,82979	281_82979	bacterial	bacterial	.	16s	bg	3	1	.	bg
Budvicia diplopodorum	13525	1119056	13525_1119056	bacterial	bacterial	.	16s	.	2	0	.	.
Buellia aethalea	16202	205603	16202_205603	fungal	fungal	.	18s	.	1	0	.	.
Buellia disciformis	16282	116791	16282_116791	fungal	fungal	.	18s	.	1	0	.	.
Buellia dispersa	15671	1145311	15671_1145311	fungal	fungal	.	18s	.	1	0	.	.
Buellia elegans	16240	180409	16240_180409	fungal	fungal	.	18s	.	2	0	.	.
Buellia georgei	17188	146626	17188_146626	fungal	fungal	.	18s	.	1	0	.	.
Buellia zoharyi	17064	180410	17064_180410	fungal	fungal	.	18s	.	2	0	.	.
Buenaventura virus	23238	206377	23238_206377	viral	viral	RNA	virus	.	3	0	.	.
Buergenerula spartinae mitovirus 1	23239	1491780	23239_1491780	viral	fungal_virus	RNA	virus	.	1	0	.	.
Bufavirus-1	23241	1209382	23241_1209382	viral	viral	DNA	virus	.	1	0	.	.
Bufavirus-2	23242	1209383	23242_1209383	viral	viral	DNA	virus	.	1	0	.	.
Bufavirus-3	23243	1391667	23243_1391667	viral	viral	DNA	virus	.	1	0	Burkina Faso astrovirus	.
Buffalo Creek virus	23244	1590834	23244_1590834	viral	viral	RNA	virus	.	3	0	.	.
Bujaru virus	23258	904679	23258_904679	viral	viral	RNA	virus	.	3	0	.	.
Bulbul coronavirus HKU11	23260	572288	23260_572288	viral	viral	RNA	virus	.	1	0	.	.
Bulgariella pulla	17834	1615677	17834_1615677	fungal	fungal	.	18s	.	1	0	.	.
Bulleidia extructa	2444	118748	2444_118748	bacterial	bacterial	.	16s	bg	3	1	.	bg
Bullera alba	18463	157611	18463_157611	fungal	fungal	.	18s	.	1	0	.	.
Bullera hannae	18602	57471	18602_57471	fungal	fungal	.	18s	.	1	0	.	.
Bullera penniseticola	16226	62610	16226_62610	fungal	fungal	.	18s	.	1	0	.	.
Bullera unica	19409	57474	19409_57474	fungal	fungal	.	18s	.	2	0	.	.
Bulleribasidium begoniae	19112	244265	19112_244265	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium hainanense	18475	1390522	18475_1390522	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium oberjochense	18844	189447	18844_189447	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium panici	15735	1390523	15735_1390523	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium pseudovariabile	16252	194536	16252_194536	fungal	fungal	.	18s	.	2	0	.	.
Bulleribasidium sanyaense	16824	1390524	16824_1390524	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium setariae	16970	1390525	16970_1390525	fungal	fungal	.	18s	.	1	0	.	.
Bulleribasidium siamense	19331	220348	19331_220348	fungal	fungal	.	18s	.	2	0	.	.
Bulleribasidium variabile	17038	1390526	17038_1390526	fungal	fungal	.	18s	.	2	0	.	.
Bulleribasidium wuzhishanense	18257	1390527	18257_1390527	fungal	fungal	.	18s	.	1	0	.	.
Bundibugyo ebolavirus	23262	565995	23262_565995	viral	viral	RNA	virus	.	1	0	Ebolavirus	.
Bunodophoron australe	18667	111687	18667_111687	fungal	fungal	.	18s	.	1	0	.	.
Bunodophoron scrobiculatum	17908	51973	17908_51973	fungal	fungal	.	18s	.	1	0	.	.
Bunyamwera virus	23264	35304	23264_35304	viral	viral	RNA	virus	.	2	0	.	.
Bunyaviridae	23266	1628184	23266_1628184	viral	viral	RNA	virus	.	1	0	.	.
Bunyavirus	23267	1907588	23267_1907588	viral	viral	RNA	virus	.	2	0	.	.
Burana orthonairovirus	23268	1608083	23268_1608083	viral	viral	RNA	virus	.	1	0	.	.
Burana virus	23269	1453404	23269_1453404	viral	viral	RNA	virus	.	3	0	.	.
Burdock mottle virus	23270	1324959	23270_1324959	viral	plant_virus	RNA	virus	.	2	0	.	.
Burgella flavoparmeliae	17642	411695	17642_411695	fungal	fungal	.	18s	.	2	0	.	.
Burgoa angulosa	16085	411696	16085_411696	fungal	fungal	.	18s	.	1	0	.	.
Burgoa anomala	19146	1519421	19146_1519421	fungal	fungal	.	18s	.	1	0	.	.
Burke-Gilman virus	23272	1916647,1920142	23272_1920142	viral	viral	unclear	virus	.	2	0	.	.
Burkholderia alpina	6471	621374	6471_621374	bacterial	bacterial	.	16s	.	1	0	.	.
Burkholderia ambifaria	1988	152480,339670	1988_152480	bacterial	bacterial	.	16s	bg	20	6	.	bg
Burkholderia anthina	2762	179879	2762_179879	bacterial	bacterial	.	16s	bg	15	8	.	bg
Burkholderia arboris	9656	488730	9656_488730	bacterial	bacterial	.	16s	.	8	0	.	.
Burkholderia catarinensis	15044	1108140	15044_1108140	bacterial	bacterial	.	16s	.	1	0	.	.
Burkholderia cenocepacia	5330	95486,216591	5330_95486	bacterial	bacterial	.	16s	bg	90	43	.	bg
Burkholderia cepacia	917	292,983594	917_292	bacterial	bacterial	.	16s	bg	145	93	.	bg
Burkholderia contaminans	3979	488447	3979_488447	bacterial	bacterial	.	16s	bg	6	6	.	bg
Burkholderia dabaoshanensis	7812	564714	7812_564714	bacterial	bacterial	.	16s	.	2	0	.	.
Burkholderia diffusa	1679	488732	1679_488732	bacterial	bacterial	.	16s	bg	9	11	.	bg
Burkholderia dolosa	5325	152500	5325_152500	bacterial	bacterial	.	16s	bg	2	2	.	bg
Burkholderia gladioli	4410	999541,28095	4410_28095	bacterial	bacterial	.	16s	bg	56	9	.	bg
Burkholderia glumae	3642	337,1176492	3642_337	bacterial	bacterial	.	16s	bg	7	7	.	bg
Burkholderia humi	7192	1189127	7192_1189127	bacterial	bacterial	.	16s	.	1	0	.	.
Burkholderia humptydooensis	14712	430531	14712_430531	bacterial	bacterial	.	16s	.	7	0	.	.
Burkholderia lata	1425	482957	1425_482957	bacterial	bacterial	.	16s	bg	11	3	.	bg
Burkholderia latens	3002	488446	3002_488446	bacterial	bacterial	.	16s	bg	3	2	.	bg
Burkholderia mallei	2299	13373	2299_13373	bacterial	bacterial	.	16s	bg	25	48	.	bg
Burkholderia metallica	5442	488729	5442_488729	bacterial	bacterial	.	16s	bg	8	1	.	bg
Burkholderia multivorans	1254	985079,87883	1254_87883	bacterial	bacterial	.	16s	bg	21	29	.	bg
Burkholderia novacaledonica	8314	1544861	8314_1544861	bacterial	bacterial	.	16s	.	3	0	.	.
Burkholderia oklahomensis	2207	342113,441162	2207_342113	bacterial	bacterial	.	16s	bg	6	6	.	bg
Burkholderia paludis	1390	1506587	1390_1506587	bacterial	bacterial	.	16s	bg	1	1	.	bg
Burkholderia phage AH2	23275	1133022	23275_1133022	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage BEK	23281	1514988	23281_1514988	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage Bcep176	23276	348137	23276_348137	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage BcepB1A	23277	279530	23277_279530	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage BcepGomr	23278	437329	23278_437329	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage BcepNazgul	23280	242861	23280_242861	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage Bp-AMP1	23282	1432428	23282_1432428	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage Bp-AMP2	23283	1437328	23283_1437328	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage Bp-AMP3	23284	1673729	23284_1673729	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage Bp-AMP4	23285	1437329	23285_1437329	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage Bups phi1	23286	489258	23286_489258	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage KL1	23291	1132026	23291_1132026	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage KL3	23292	910474	23292_910474	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage KS10	23293	557289	23293_557289	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage KS14	23294	910475	23294_910475	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage KS5	23295	910473	23295_910473	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage KS9	23296	335797	23296_335797	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage ST79	23300	1282994	23300_1282994	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia phage phiX216	23299	1235712	23299_1235712	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia phage vB_BceM_AP3	23301	1636201	23301_1636201	viral	phage	DNA	virus	.	1	0	.	.
Burkholderia plantarii	2268	41899	2268_41899	bacterial	bacterial	.	16s	bg	9	2	.	bg
Burkholderia pseudomallei	468	28450	468_28450	bacterial	bacterial	.	16s	bg	68	403	.	bg
Burkholderia pseudomultivorans	3511	1207504	3511_1207504	bacterial	bacterial	.	16s	bg	7	9	.	bg
Burkholderia puraquae	7240	1904757	7240_1904757	bacterial	bacterial	.	16s	.	1	0	.	.
Burkholderia pyrrocinia	2238	60550	2238_60550	bacterial	bacterial	.	16s	bg	16	4	.	bg
Burkholderia rinojensis	10395	1410040	10395_1410040	bacterial	bacterial	.	16s	.	3	0	.	.
Burkholderia seminalis	5176	488731,1108969	5176_488731	bacterial	bacterial	.	16s	bg	10	2	.	bg
Burkholderia singularis	12524	1503053	12524_1503053	bacterial	bacterial	.	16s	.	2	0	.	.
Burkholderia stabilis	4431	95485	4431_95485	bacterial	bacterial	.	16s	bg	17	2	.	bg
Burkholderia stagnalis	2316	1503054	2316_1503054	bacterial	bacterial	.	16s	bg	7	63	.	bg
Burkholderia territorii	2230	1503055	2230_1503055	bacterial	bacterial	.	16s	bg	11	33	.	bg
Burkholderia thailandensis	4212	271848,57975	4212_57975	bacterial	bacterial	.	16s	bg	10	25	.	bg
Burkholderia ubonensis	2269	101571	2269_101571	bacterial	bacterial	.	16s	bg	45	276	.	bg
Burkholderia ultramafica	9722	1544867	9722_1544867	bacterial	bacterial	.	16s	.	4	0	.	.
Burkholderia vietnamiensis	940	60552	940_60552	bacterial	bacterial	.	16s	bg	39	38	.	bg
Burkholderia virus Bcep1	23303	244310	23303_244310	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus Bcep22	23304	242527	23304_242527	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus Bcep43	23305	260373	23305_260373	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus Bcep781	23306	209052	23306_209052	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus BcepC6B	23307	279280	23307_279280	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus BcepF1	23308	417280	23308_417280	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus BcepMu	23311	264729	23311_264729	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus BcepNY3	23312	446807	23312_446807	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus Bcepil02	23309	644524	23309_644524	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus Bcepmigl	23310	1195073	23310_1195073	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus DC1	23313	1136535	23313_1136535	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phi1026b	23315	255131	23315_255131	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phi52237	23316	332032	23316_332032	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phi6442	23317	431891	23317_431891	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phiE122	23318	431892	23318_431892	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phiE125	23319	180504	23319_180504	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phiE202	23320	431893	23320_431893	viral	phage	DNA	virus	.	2	0	.	.
Burkholderia virus phiE255	23321	431894	23321_431894	viral	phage	DNA	virus	.	2	0	.	.
Bush viper reovirus	23324	1462685	23324_1462685	viral	viral	RNA	virus	.	2	0	.	.
Bustos virus	23326	1771907	23326_1771907	viral	viral	RNA	virus	.	1	0	.	.
Butterbur mosaic virus	23327	666859	23327_666859	viral	plant_virus	RNA	virus	.	1	0	.	.
Buttiauxella agrestis	1744	82977,1006004	1744_82977	bacterial	bacterial	.	16s	bg	11	2	.	bg
Buttiauxella brennerae	3647	82988	3647_82988	bacterial	bacterial	.	16s	bg	4	1	.	bg
Buttiauxella ferragutiae	2469	82989	2469_82989	bacterial	bacterial	.	16s	bg	6	1	.	bg
Buttiauxella gaviniae	582	82990	582_82990	bacterial	bacterial	.	16s	bg	3	1	.	bg
Buttiauxella izardii	6433	82991	6433_82991	bacterial	bacterial	.	16s	.	2	0	.	.
Buttiauxella noackiae	1161	82992	1161_82992	bacterial	bacterial	.	16s	bg	9	1	.	bg
Buttiauxella warmboldiae	11550	82993	11550_82993	bacterial	bacterial	.	16s	.	6	0	.	.
Buttonwillow virus	23329	159140	23329_159140	viral	viral	RNA	virus	.	3	0	.	.
Butyricicoccus pullicaecorum	1966	501571	1966_501571	bacterial	bacterial	.	16s	bg	2	1	.	bg
Butyricimonas faecihominis	14605	1472416	14605_1472416	bacterial	bacterial	.	16s	.	2	0	.	.
Butyricimonas paravirosa	8233	1472417	8233_1472417	bacterial	bacterial	.	16s	.	2	0	.	.
Butyricimonas synergistica	3914	544644	3914_544644	bacterial	bacterial	.	16s	bg	2	1	.	bg
Butyricimonas virosa	4929	544645	4929_544645	bacterial	bacterial	.	16s	bg	3	1	.	bg
Butyrivibrio crossotus	4242	45851	4242_45851	bacterial	bacterial	.	16s	bg	3	1	.	bg
Butyrivibrio fibrisolvens	4215	831	4215_831	bacterial	bacterial	.	16s	bg	53	6	.	bg
Butyrivibrio hungatei	4519	185008	4519_185008	bacterial	bacterial	.	16s	bg	11	3	.	bg
Butyrivibrio proteoclasticus	4359	43305	4359_43305	bacterial	bacterial	.	16s	bg	5	3	.	bg
Buzura suppressaria nucleopolyhedrovirus	23330	74320	23330_74320	viral	viral	DNA	virus	.	3	0	.	.
Bwamba orthobunyavirus	23331	35310,537994	23331_537994	viral	viral	RNA	virus	.	5	0	.	.
Byssoascus striatosporus	18159	37242	18159_37242	fungal	fungal	.	18s	.	1	0	.	.
Byssochlamys fulva	16351	89137	16351_89137	fungal	fungal	.	18s	.	1	0	.	.
Byssochlamys spectabilis	18520	264951	18520_264951	fungal	fungal	.	18s	.	5	0	.	.
Byssochlamys zollerniae	16848	89138	16848_89138	fungal	fungal	.	18s	.	1	0	.	.
Byssoloma leucoblepharum	17630	196565	17630_196565	fungal	fungal	.	18s	.	1	0	.	.
Byssonectria fusispora	17930	396876	17930_396876	fungal	fungal	.	18s	.	1	0	.	.
Byssoonygena ceratinophila	16688	166112	16688_166112	fungal	fungal	.	18s	.	1	0	.	.
Byssovorax cruenta	10352	293647	10352_293647	bacterial	bacterial	.	16s	.	2	0	.	.
Bythopirellula goksoyri	8587	1400387	8587_1400387	bacterial	bacterial	.	16s	.	2	0	.	.
CAS virus	23720	1223561	23720_1223561	viral	viral	RNA	virus	.	1	0	.	.
CASV Hantavirus	23749	1244522	23749_1244522	viral	viral	RNA	virus	.	4	0	.	.
CASV-2 Hantavirus	23750	1244523	23750_1244523	viral	viral	RNA	virus	.	3	0	.	.
Caballeronia arationis	13489	1777142	13489_1777142	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia arvi	7502	1777135	7502_1777135	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia calidae	2624	1777139	2624_1777139	bacterial	bacterial	.	16s	bg	5	1	.	bg
Caballeronia catudaia	8688	1777136	8688_1777136	bacterial	bacterial	.	16s	.	4	0	.	.
Caballeronia choica	9383	326476	9383_326476	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia concitans	12578	1777133	12578_1777133	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia cordobensis	212	1353886	212_1353886	bacterial	bacterial	.	16s	bg	4	1	.	bg
Caballeronia fortuita	520	1777138	520_1777138	bacterial	bacterial	.	16s	bg	3	1	.	bg
Caballeronia glathei	1563	60547	1563_60547	bacterial	bacterial	.	16s	bg	15	2	.	bg
Caballeronia glebae	6284	1777143	6284_1777143	bacterial	bacterial	.	16s	.	4	0	.	.
Caballeronia grimmiae	2641	1071679	2641_1071679	bacterial	bacterial	.	16s	bg	3	1	.	bg
Caballeronia humi	11049	326474	11049_326474	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia hypogeia	4689	1777140	4689_1777140	bacterial	bacterial	.	16s	bg	4	1	.	bg
Caballeronia jiangsuensis	3354	1458357	3354_1458357	bacterial	bacterial	.	16s	bg	3	1	.	bg
Caballeronia megalochromosomata	4646	1399969	4646_1399969	bacterial	bacterial	.	16s	bg	2	1	.	bg
Caballeronia pedi	9268	1777141	9268_1777141	bacterial	bacterial	.	16s	.	3	0	.	.
Caballeronia peredens	5609	1777132	5609_1777132	bacterial	bacterial	.	16s	.	1	0	.	.
Caballeronia ptereochthonis	13946	1777144	13946_1777144	bacterial	bacterial	.	16s	.	3	0	.	.
